Id,Label,Text
433,positive,Lockdown bukan satu-satunya solusi. Masalahnya barisan sakit hati kalah pilpres selalu mencari kesalahan dan diframing oleh media. Padahal ada juga negara yang tidak menerapkan lockdown tapi berhasil mengurangi dampak Corona  https://www.kompas.com/tren/read/2020/04/18/200500165/melihat-cara-hong-kong-kendalikan-virus-corona-tanpa-lockdown-?utm_source=dlvr.it&utm_medium=facebookÂ â€¦
434,positive,"Lock Down itu adlh solusi terakhir, ktk semua solusi2 dlm pencegahan&penanggulangan tdk membawa dampak positif, itulah knp diperlukan kerjasama semua element negara atasi persoalan Covid19...yg gk bantu setidaknya diam bukan bikin kisruh at bikin narasi2 sesat.."
435,positive,"Lock down bkn jd pilihan skala prioritas sikapi pendemi #COVID19. Analisa dampak ekonomi, sosial, politik sgt besar. Apalagi dampak yg sgt nyata bg masyarakat kecil yg menggantungkan hidupnya dari kegiatan ekonomi non-formal.

Semoga pemerintah mampu atasi dan publik ikut dukung."
436,positive,Lm2 Pemerintah bingung kerja klo dicampuri trs urusannya. Mrk yg paham skr kondisi terkait kinerja mrk..fokus di penangan Covid-19 sj..biar virus segera pergi dr bumi Indonesia
437,positive,"Liat pemberitaan tntang Covid-19 dan status Indonesia, asli sedih parah :'')
Selalu ngingetin buat stay safe, stay at home, social distancing, dan jaga kebersihan. Tolong dong, katanya mau pandemi selesai. Ikuti anjuran pemerintah jngan bebal :'')"
438,positive,"Liat juga dampak dari ekonomi, jika sampai diterapkan lockdown, tentu nya pemerintah bertindak hati2 karena lebih paham bagaimana kalau sampai terjadi lockdown, lu yg nggak tau apa2 mana ngerti wkwkw bisa nya cuman bacot doank di sosmed "
439,positive,"Yuk bisa yuk ayuk .... Kita bisa cegah infeksi ini dengan cara #KarantinaWilayah Ayuk sembuhkan indonesia ini dari covid 19 ... Ayuk indonesia bisa 
Semoga terwujud dan suara dr.tirta didengarkan oleh pimpinan besar pemerintah... Amin "
440,positive,"Lha Gabener A.B yg KELIRU data, Pemerintah Pusat @jokowi @mohmahfudmd @KemenkesRI @BNPB_Indonesia yg dicurigai memanipulasi data & tdk transparan korban virus covid-19.

Kurang ajar banget....!!!  

Sesekali mmg hrsnya DISENTIL via @Kemendagri_RI"
441,positive,"lgkah lockdown wajib diambil kl emg negara itu sanggup ambil semua resiko nya. dampak dr lockdown yg diambil secara kurang mateng justru bisa bikin dampak lebih besar ke depan nya mba. kl emg pemerintah blm bisa lockdown, y brati pemerintah tau dmn bates mereka."
442,positive,Lemme tell you :) percuma dong kalian mendesak lock down ke pemerintah tapi setelah kena dampak dari lock down kalian nyalahin pemerintah juga.  https://twitter.com/queensky021/status/1238687340253433858Â â€¦
443,positive,"Lebih baik kehilangan seorang @Fadlizon dari negeri ini dari pada teriak Lockdown tanpa solusi terbaik bagi negeri ini (sesuai pertimbangan presiden kita).
-- Pikirkan Solusinya dan Dampak nya Bung----"
444,positive,"Langkah pemerintah untuk mengantisipasi penyebaran virus corona jenis baru yang dikenal sebagai Covid-19 dinilai sudah tepat. Peneliti Formappi, Lucius Karus, mengatakan keputusan Presiden Joko Widodo untuk tidak me-lock down Indonesia sudah benar.

https://www.google.com/amp/s/m.republika.co.id/amp/q7aiu6415Â â€¦"
445,positive,Langkah Pemerintah Indonesia menambah rumah sakit rujukan untuk pasien COVID-19 patut diapresiasi. Namun bagaimana bila rumah sakit tersebut berdekatan bahkan ada di dalam area permukiman? https://www.abc.net.au/indonesian/2020-04-06/rumah-sakit-covid-di-gedung-apartemen/12125630Â â€¦
446,positive,Langkah Pemerintah Indonesia menambah rumah sakit rujukan untuk pasien COVID-19 patut diapresiasi #RumahsakitkhususCoronahttp://m.jpnn.com/news/penghuni-apartemen-di-jakarta-tolak-keberadaan-rumah-sakit-covid-19Â â€¦
447,positive,"Lama-lama sepet juga liat dan ngikutin berita covid-19 di Indonesia. Pemerintah udah ngelakuin yang terbaik (*menurutku). Segala kebijakan sudah dibuat, tapi masyarakatnya ngga bisa disiplin."
448,positive,"La kalo nanti lockdown malah menimbulkan dampak yang lebih luas seperti ketidakstabilan di bidang ekonomi dan keamanan sehingga makin banyak korban, yang tanggung jawab pemerintah apa Bapak?"
449,positive,"Kurang Nikmat apa coba Negara Ku Indonesia dan Pemerintah nya soal wabah #Covid_19 bantuan kepada yg membutuhkan terutama kebutuhan pokok patut diapresiasi bahkan presiden langsung ke jalan bagi sembako..
Bandingkan saja dgn di USA 
https://dutatv.com/ribuan-mobil-antre-makanan-di-texas/Â â€¦"
450,positive,"Kurang adil juga membandingkan penanganan covid-19 Indonesia sama singapura... Mereka adalah ""negara kota"" yang pastinya lebih mudah diatur oleh pemerintah pusatnya... Kita mau tak mau mesti ""desentralisasi"" tapi ada komando dari pusat.."
451,positive,"Krn terlalu santuy, dlm keadaan krisis seperti ini org indonesia malah liburan ketempat ramai. Apa ga mikir dgn cara seperti itu, upaya pemerintah mengurangi penyebaran COVID 19 malah percuma. Jangan salahkan pemerinta klo seandainya wabah makin parah."
452,positive,"Kompak dukung pemerintah memutus mata rantai penyebaran virus covid 19. Indonesia pasti bisa!
#TundaMudikCekalCoronahttps://twitter.com/Bangzul__88/status/1247393313788850179Â â€¦"
453,positive,"Kok the best sekali Indonesia 
Astaga. Padahal SOP dari pemerintah itu udh jelas donk buat menahan penyebaran covid-19.
Eh yang disuruh libur, work from home. Malah liburan gilak sih"
454,positive,"Knp sih masyarakat Indonesia itu ngeyel bgt kalo dikasih tau. Ngerti ga sih yg namanya ""dirumah aj"" ? Anda tuh disuruh stay dirumah ama pemerintah, bukan dikasih libur/cuti. Knp harus dirumah? Knp ga boleh keluar? Karena covid-19 sedang menyerang Indonesia."
455,positive,"Knek opo wong indonesia gak iso manut kro pemerintah? Dikon ng omah yo jek nglayap ae. Tolong lah tinggalen disek egoismu musuhi pemerintah. Demi adewe cek gk knek virus gblk! 
#CoronaVirusUpdates
#Covid_19
#CoronaIndonesia"
456,positive,klo jenazah COVID-19 diterlantarkan spt di Equador.... akan lebih parah lho... Masyarakat mestinya SADAR... pemerintah sdh menangani jenazah COVID-19 sesuai STANDAR/ Protocol yg berlaku #AyoRasionalMenghadapiPandemikCovid19 @ganjarpranowo @BNPB_Indonesia @jokowi @KemenkesRIpic.twitter.com/iGgAjruDpz
457,positive,klo jenazah COVID-19 diterlantarkan spt di Equador.... akan lebih parah lho... Masyarakat mestinya SADAR... pemerintah sdh menangani jenazah COVID-19 sesuai STANDAR/ Protocol yg berlaku #AyoRasionalMenghadapiPandemikCovid19 @ganjarpranowo @BNPB_Indonesia @jokowi @KemenkesRI
458,positive,klo jenazah COVID-19 diterlantarkan spt di Equador.... akan lebih parah lho... Masyarakat mestinya SADAR... pemerintah sdh menangani jenazah COVID-19 sesuai STANDAR/ Protocol yg berlaku #AyoRasionalMenghadapiPandemikCovid19 @ganjarpranowo @BNPB_Indonesia @jokowi @KemenkesRIpic.twitter.com/iGgAjruDpz
459,positive,klo jenazah COVID-19 diterlantarkan spt di Equador.... akan lebih parah lho... Masyarakat mestinya SADAR... pemerintah sdh menangani jenazah COVID-19 sesuai STANDAR/ Protocol yg berlaku #AyoRasionalMenghadapiPandemikCovid19 @ganjarpranowo @BNPB_Indonesia @jokowi @KemenkesRI
460,positive,klo jenazah COVID-19 diterlantarkan spt di Equador.... akan lebih parah lho... Masyarakat mestinya SADAR... pemerintah sdh menangani jenazah COVID-19 sesuai STANDAR/ Protocol yg berlaku #AyoRasionalMenghadapiPandemikCovid19 @ganjarpranowo @BNPB_Indonesia @jokowi @KemenkesRIpic.twitter.com/wOouTnR1z6
461,positive,"Klo chaos mrk plg ksh jawaban ""mrk lapar"", kan bangke! bencana diatas bencana kpn berakhirnya persoalan, mending kampanyekan pesan2 yg sudah betul pemerintah serukan, stay at home, jaga jarak, cuci tgn dll.
Lockdown bukan hanya perkara ekonomi tp ada dampak sosial jg di sana.."
462,positive,Klau lockdown bgaiamana pendapatann buat org yg tak mampu apalgi gaji harian...  Pemerintah gk asal melockdown pasti jga memikirkan dampak rakyatnyaa..  Klau msal d lockdown tros pemerintah membagi sumbangan k rakyat ya gpp
463,negative,"Sebenernya yg gk paham itu pemerintah atau siapa soal penanganan covid-19..?
Bkn meng lock wna dri cina,tp malah memberi ruang tuk msk ke indonesia..??"
464,negative,"Sebenernya gw lumayan percaya si klo cuaca di indonesia membuat covid-19 itu ga tahan lama. Bisa diliat New York atau Italia yg cuacanya dingin, korban meninggalnya separah itu.  Indo emg belum sampe peak,  tapi dengan cuaca kek gini aja bisa sebanyak itu. Pemerintah aja goblok"
465,negative,"Sebenernya gw lumayan percaya si klo cuaca di indonesia membuat covid-19 itu ga tahan lama. Bisa diliat New York atau Italia yg cuacanya dingin, korban meninggalnya separah itu.  Indo emg belum sampe peak,  tapi dengan cuaca kek gini aja bisa sebanyak itu. Pemerintah aja goblok"
466,negative,"sebenernya gw agak gak masalah klo pemerintah ""not that transparent"" regarding covid-19 situation in indonesia ASAL penanggulangannya berbanding lurus. maksudnya ya di balik layar aja, rakyat tau beres. masalahnya kagak beres2 cuk, jd maunya apa?"
467,negative,Sebenarnya PSBB membuat dampak  ekonomi lebih panjang dan biaya jaminan sosial lebih besar karena lebih dari 2 minggu.  Lain dg lockdown  lebih pendek waktunya
468,positive,"kita belum di fase bener-bener kritis sampe harus 'lockdown', karena dampak dari lockdown ini besar banget buat perekonomian nasional. emang kalian mau krisis moneter? gak kan? tapi aku berharap pemerintah bisa ngasih subsidi buat tes corona sih, itu lebih dibutuhin sekarang."
469,positive,"Keren ya masyarakat Indonesia. Pemerintah lagi pusing mikirin #Covid_19 mungkin juga ada yang belum tidur atau harus korbanin keluarganya karna mau menyelesaikan masalah. Malah dibilang tidak berperan. Semangat pak @jokowi serta para mentri. @KemenkesRI
#COVID19indonesia"
470,positive,"Kepada semua rakyat Indonesia sentiasa patuh dengan arahan yg diberikan pemerintah jaga kesihatan diri, keluarga, tertangga. Kalian bisa juga basmi covid-19."
471,positive,Kenapa sihhh pada asal jeplak aja minta lockdown. Woy cek rupiah ituuuu ga nangis apa lo pada belom lockdown aja udah 16 rebu. Kalo lo pada social distancenya tertib insyaallah aman kok. Bayangin abis ini dampak ke ekonomi negara gimana. Nangis gue kalo jadi jokowi
472,positive,"Kenapa sih lockdown harus nunggu pemerintah? Bukankah kita punya otak dipake untuk mikir ... kesehatan dana keselamatan nomor utama. Trus kalo pemerintah nyuruh situ bunuh diri ikut juga gak? masalah uang kita juga kena dampak, ini virus bukan kaya kentut, ini bener2 bisa mati."
473,positive,"Kenapa sih emosi gitu? Jangan lebay, pemerintah khan perlu memikirkan mekanisme lockdown itu sendiri, supaya jangan ada dampak sosialnya. Ingat, dampak sosial dari lockdown lebih parah daripada dampak virus itu sendiri. Situ jangan merasa yang paling peduli sendiri."
474,negative,"Kenapa pada sotoy bgt sama lockdown indonesia, dampak ke masyarakatnya jg akan besar padahal."
475,positive,kenapa Indonesia tidak lockdown? pasti pemimpin negri ini sudah berpikir secara matang akan segala aspek dan lihat dampak negara2 tetangga yg menerapkan lockdown..sudah bisa kebayang hancurnya kalo lockdown
476,positive,Kementerian kesehatan RI memprediksi korban jiwa akibat virus Corona atau Covid-19 ada kemungkinan besar akan bertambah banyak jika masyarakat Indonesia tetap egois dan tidak patuh pada anjuran pemerintah untuk tidak melakukan kegiatan apapun di luar rumah dan tetap di dalam ruma
477,positive,"Kematian buat seseorg saat ini seolah hny krn Covid-19.
Hmm.
Ente berharap lockdown, dan memandang dari satu sisi.
Ente juga menuding pemerintah memberi data bohong tentang covid-19 di indonesia.

Dlm negara, ada Intelijen yg menimbang sgala issue global yg mungkin terjadi."
478,positive,Kemarin2 pada becanda soal covid-19. Skarang nyalah2in pemerintah. Memang sejatinya indonesia hanya nunggu binasa.
479,positive,"Kemarin kalian perotes ke Presiden @jokowi @aniesbaswedan agar lockdown ..sekarang ada dampak dari lockdown kalian juga nyalahin orang... Mau nya apasih Semua juga ada resikonya, ya terima,"
480,positive,"Kecepatan sebaran informasi Kebijakan pemerintah, anjuran, larangan, tentang #COVIDãƒ¼19  di Indonesia sangat membantu, apalagi Covid 19 sangat cepat sebarannya,namun sebaran hoax tentang Covid 19 juga tak kalah cepat menyebar, dan sangat mengkhawatirkan
#stophoaxcoronapic.twitter.com/BjcSemkR3P"
481,positive,"kebijakan2 yg dilakukan pemerintah sampai saat ini sangatlah positif, mulai dari menangani wabah covid-19 dan disisi lain selalu berusaha membangun kembali ekonomi dengan adanya Omnibus Law yg diyakini dapat meningkatkan perekonomian Indonesia."
482,positive,"Kebijakan: Social Distancing, tapi hasil yg diharapkan mirip dgn Lock Down. Ini cara bijak agar tujuan memutus penyebaran Virus,  dgn minim dampak"
483,positive,"Kebijakan pemerintah pusat dalam penanggulangan COVID-19 melalui PSBB sangat tepat dan berdampak positif bagi perekonomian Indonesia. 

Rupiah Perkasa, Libas Dolar AS, Hingga Mata Uang Asia & Eropa "
484,negative,"Yuk Pak @jokowi #KarantinaWilayah #LockDownIndonesia sampai kapan kita melihat kenaikan kasus positif Covid-19 hari ke hari, jumlah kematian yg terus meningkat.
Mari cari solusi untuk membantu segala dampak buruk lockdown bagi masyarakat. 
Sampai kapan #Indonesia begini Pak??"
485,positive,"Kebijakan pembatasan sosial berskala besar (PSBB) menjadi pilihan paling rasional di tengah pandemi covid-19 yang melanda Indonesia. Ada dua pertimbangan utama dalam menerapkan PSBB, yang dituangkan dalam Peraturan Pemerintah Republik Indonesia Nomor 21 Tahun 2020."
486,positive,"Kdg bingung juga sama warga Indonesia yg nyalahin pemerintah terus, dimana2 berpikir maju ini kok mundur. Fokus terus ke masalah, kenapa gak mau kerjasama lawan ni covid-19 perbanyak berdoa, kurang2in nyalahin dan menghakimi, ikutin SOP kesehatan yg benar tanpa pemerintahpun bisa"
487,positive,"Kayaknya itu yg lagi dirasakan presiden RI yg mulai diserang sana sini dan WHO. Sumpah, membayangkan dampak lockdown aja aku udah mumet. Masa, ya RI harus cari utangan lagi sih? Bakalan Ribot lagi ini. Belum lagi sekarang jalur distribusi barang export-import macet (lockdown)."
488,positive,Kasian. Mbok tulung masyarakat indonesia jangan berkeliaran demi mereka mereka yang berjuang demi kesembuhan pasien covid-19. Ayo sama sama tertib aturan pemerintah untuk di rumah aja
489,positive,"Kasian pemerintah. Memilih meliburkan sekolah/PNS/Pekerja Swasta, tapi di beberapa daerah memanfaatkanya dengn bepergian, tau gak apa yg dikorbanin pemerintah?! Perekonomian Indonesia cuy!! Percuma kalau kaya gini. Edukasi mengenai covid 19 di beberapa daerah sangatlah minim :("
490,positive,"kapan indonesia bisa bebas dari covid-19 klo rakyatnya masi mementingkan EGO diatas segalanya? kalaupun pemerintah ada salah setidaknya diingatkan dengan cara yg baik bukannya menghina dan malah memecah belah, memang bukan pemberontak tp pemecah belah. uda tua mikir apa tolol."
491,positive,"KAN UDAH GW BILANG NGURUS NEGARA GAK KAYAK NGURUS HARVEST MOON BAMBANG

Lu pikir dampak ekonomi gak lebih ngeri kalau negara gegabah ambil tindakan? America negara kuat gitu aja masih nahan2, lu berharap Jokowi ini snap macam Thanos gitu buat lockdown semua?? PEA"
492,positive,"Kamu pun harus paham, Wina. Cuitanmu itu cuitan yang tidak perlu dan cenderung menyudutkan Pemerintah yang sedang dan terus bekerja keras menangani pandemi COVID-19 di Indonesia. Lebih bijaklah dalam bersikap di media sosial, Wina...  Cc: @BNPB_Indonesia @KemenkesRI @kemkominfo"
493,positive,"Kami yakin Fadli Zon tahu bahwa keputusan dibuka dan tdknya Jama'ah Haji tahun ini tergantung Pemerintah Arab Saudi.
Pertanyaan nya ; Apakah pantas saat ini mempertanyakan hal itu?
Sedangkan Pemerintah Indonesia,juga Dunia sedang fokus menangani Covid-19."
494,positive,"Kami putra dan putri hobi rebahan Indonesia siap membantu program pemerintah 14hari #dirumahaja dalam rangka memutuskan rantai penularan covid-19 supaya tercipta kondisi yang sehat aman tentram dan bahagia. 
#Salamrebahan"
495,positive,"kalo udh begini aja playing victim, kemaren2 nantangin lockdown sambil ngatain pemerintah pusat ga berani lockdown karena banyak utang, dikasih PSBB udah treak kenceng banget kyk yg paling sengsara.. musim korona begini semua kena dampak boss, bukan ente doank."
496,positive,"Kalo pemerintah lakuin lockdown, trus ekonomi negara kita anjlok, pasti pemerintah salah lagi. Dgn pertumbuhan ekonomi kita yg hanya 5%, akan sangat sulit bergerak disituasi seperti ini, pergerakannya akan mempunyai dampak buruk di sektor lain!! 

Kasi solusi jgn bacotan doang"
497,positive,"kalo mau suudzon yaaa...
ada yang memanfaatkan situasi begini..
Jika Indonesia lockdown.. dengan pembahasan dibawah ini juga sudah jelas dampak nya apa.. yang disalahin siapa...

PRESIDEN... PEMERINTAH...

terjadi krisis dimana-mana dan tujuannya nanti adalah...
sprti 22thn lalu. https://twitter.com/queensky021/status/1238687340253433858Â â€¦"
498,positive,"Kalo lockdown dampak nya bakalan lebih parah malih, nanti di salahin pemerintah lagi"
499,positive,"Kalo lockdown apa indonesia siap? Enggak dong.. dampak ekonomi terlalu besar skrg aja USD udh 16rb.. bahan baku produksi kebanyakan impor, apa sudah siap ketahanan pangan kita? Yuk mending social distancing, dirumah aja :)"
500,positive,"Kalo lockdown anda siap menanggung  akibatnya / dampak nya  ,   Kalo dampak terburuk  anda  pasti menyalahkan pemerintah  ,   Egois betul  ,"
501,positive,Yuks.. kawal kebijakan pemerintah jangan sampai disalah gunakan oknum2 tidak bertanggung jawab. Indonesia Menang Lawan Covid-19 https://twitter.com/Ardhiona91/status/1245206909843427328Â â€¦
502,positive,Yukk sama-sama bahu membahu membantuu pemerintah memutus rantaii covid-19 dan memutus rantai kebenciann. Supaya indonesia normal kembali
503,positive,"Yuk sahabat kita samasama menjaga jarak antar manusia&lebih banyak melakukan kegiatan dirumah, sesuai kebijakan dari Pemerintah Indonesia untuk Mencegah penularan virus Corona / Covid-19.

melalui :
http://simpulkebaikan.idÂ 
@baznasindonesia
@baznasbazis
#BersamaCegahCoronapic.twitter.com/pZ5O7ppWls"
504,positive,"Yuk sahabat kita sama sama menjaga jarak antar manusia dan lebih banyak melakukan kegiatan dirumah, sesuai dengan kebijakan dari Pemerintah Indonesia untuk Mencegah penularan virus Corona / Covid-19.
Stay Safe, Stay Strong, and Stay Together #BersamaCegahCoronapic.twitter.com/z9rpW55OBi"
505,positive,"Yuk gaesss ikuti aturan atau kebijakan pemerintah yang memang kita diharuskan #SocialDistancing dan #DiRumahAja dulu
.
KasusÂ virus coronaÂ Covid-19 di Indonesia terus bertambah. Data hari Senin (23/3/2020), jumlahâ€¦ https://www.instagram.com/p/B-GU55-p4ag/?igshid=12cz2i3zyqvaoÂ â€¦"
506,positive,"Yuk ! dukung terus langkah2 positif pemerintah dlm tanggulangi wabah covid-19 ini, pasti pemerintah memikirkan kepentingan rakyat Indonesia, saatnya kita sbg WNI menyuarakan hal2 positif & tdk buat kegaduhan, keresahan ataupun hoaks."
507,positive,"Yth. Kita Sluruh Rakyat Indonesia.
Dgn ini Sy mengajak sluruh Rakyat Bersatu Membuat ""Indonesia Bebas CoVID-19""; Sdh cukup yg sakit,yg PHK, dsb.
Mari lakukan aturan Pemerintah.
@jokowi
@ridwankamil @RahmayadiEdy @ganjarpranowo @KhofifahIP @diskominfomedan @YRadianto @Dickusnadi1"
508,positive,"Yth Bp @Pak_JK ,
Mari kita sebagai rakyat,membantu dalam Doa pak, agar wabah berlalu.

Kita sebagai rakyat, mari dukung pemerintah pak; misal dgn kekayaan kita membangun RS karantina yg terjangkit CoVID-19.

Kalo hanya saran saja, 200 jt rakyat Indonesia bisa beri saran juga pak."
509,positive,"You gak mikir negara sebesar AS aja gak berani lock down, berapa besar dana yg hrs dikeluarkan utk menanggung biaya hidup rakyat kecil yg terdampak, ini wabah bukan kesalahan siapa2, jgn asal menyalahkan, pem sdh berusaha sekuat tenaga menangani dampak corona terutama utk rakyat"
510,positive,"Pemerintah sedang gagap menangani pandemi Covid-19, jadi dengan alasan apapun sangat tidak pantas usaha menyelundupkan BURUH CHINA menggunakan Visa Kunjungan. Seluruh dunia menutup rapat2 kedatangan WNA China, ada apa dengan Indonesia??"
511,positive,"You gak mikir negara sebesar AS aja gak berani lock down, berapa besar dana yg hrs dikeluarkan utk menanggung biaya hidup rakyat kecil yg terdampak, ini wabah bukan kesalahan siapa2, jgn asal menyalahkan, pem sdh berusaha sekuat tenaga menangani dampak corona terutama utk rakyat"
512,negative,"Yang terhormat @cabernetmerlott 
Kebijakan pemerintah yang salah adalah ketika virus nCoV / Corona / Covid-19 merebak malah membuat kebijakan Insentif Pariwisata.
Wisatawan asing yg datang ada kemungkinan membawa virus tersebut sehingga menular di Indonesia.
@arielcrows"
513,positive,"Aturan sudah dibuat jgn lupa ditaati (makin banyak sangsi dan denda)

#lockdownindonesia #PSBB #aturanpic.twitter.com/cBsiIbEFYF"
514,positive,yg pasti gabakal milih lockdown karna bakal bikin dampak negatif yg besar bgt salah satunya krisis moneter yg bs lebih dr th 98
515,positive,"yg ngehastag lockdown2 mending dicari tau dan dibaca dl dampak dr lockdown tsb , ga smudah itu lockdown2 . cmiiw"
516,positive,"Yg menyarankan lockdown suruh melihat Negara lain,jgn cuma ngomong,dampak dari kebijakan akan sangat luas..saat ini yg dibutuhkan saling menguatkan bukan saling menghujat dan memprovokasi seolah pemerintah tdk mampu,mari kita semua Rakyat dukung dan ikuti arahan Pemerintah sj."
517,negative,"Yang artinya, pandemi Covid-19 di Indonesia masih terus berlanjut. Pemerintah mening gosah tutup-tutupan deh. https://twitter.com/CNNIndonesia/status/1247091411578523648Â â€¦"
518,negative,"yang ada di otak pemerintah indonesia harus selalu rank 1!!
bener dongg, indonesia rank 1 kematian akibat covid-19 se-asia tenggara https://twitter.com/alzamfauzan/status/1240976448657084417Â â€¦"
519,positive,"Yg bikin porak poranda indonesia adalah badut2 politik yg haus kekuasaan,
Bermai diatas derita virus corona,, congor2 yg menyudutkan pemerintah itu lebih bahaya dari #Covid_19 
Saat nya sekarang bersatu lawan #Covid_19
#StopTunggangiCorona
#DukungJokowiBasmiCoronapic.twitter.com/WzZ4m0ka6V"
520,negative,"YAKIN Pemerintah TIDAK AKAN MAMPU mengelola lockdown...
Jutaan yg kena dampak nye klo lockdown sprti italy.

Formulasi ""lockdown"" yg tepat untuk pencegahan.

CC pak @aniesbaswedan @msaid_didu @RamliRizal 
Woy pak @fadlizon
Darurat, Indonesia butuh pemimpinhttps://twitter.com/zarazettirazr/status/1238848883746172928?s=19Â â€¦"
521,negative,"Yakin neh Jokowi telah pelajari #Lockdown #LockdownNow #COVID19 

[Jokowi beralasan telah mempelajari karakter hingga dampak sejumlah negara di dunia yang melakukan lockdown] http://cnn.id/486338Â "
522,negative,"Yaa. Kita memang tidak siap. Rantai komando informasi gak jalan. Pemerintah Pusat dan Daerah jalan sendiri2.

Dari segi ekonomi, banyak rakyat Indonesia yang kerja harian, kalau gak kerja ya gak makan.

Semoga Covid-19 segera berakhir dan berlalu. Aamiin."
523,negative,Yaa gimana kalau gagal? Lebih baik mencegah daripada mengobati. Lebih baik menyiapkan Plan B! Jangan pernah menggampangkan suatu masalah... Kesalahan pertama Pemerintah Indonesia terhadap Covid-19 adalah meremehkan masalah. Jangan sampai terulang!!!
524,negative,"Yaa Allah.. smg tdk terjadi di Indonesia.. smg Pemerintah Pusat segera ""sadar"" dan bergerak cepat menangani ini.. satu nyawa sj sangat berharga. Jangan lg katakan covid 19 tdk tahan cucaca di indonesia..  apa yg tjd d Ekuador adlh keadaanya nyata.. tropis, lembab dan byk yg tewas"
525,negative,"Sejak wabah ini muncul, sikap pemerintah sudah bikin geleng kepala. Tak mau mengambil opsiÃ‚Â lockdown,Ã‚Â tak ingin gunakan istilah karantina wilayah, tapi memakai pembatasan sosial berskala besar untuk mengurangi dampak ekonomi negara.
>>#KhilafahBukanAncaman<<
#BebaskanBungAli"
526,negative,"Sejak wabah ini muncul, sikap pemerintah sudah bikin geleng kepala. Tak mau mengambil opsiÃ‚Â lockdown,Ã‚Â tak ingin gunakan istilah karantina wilayah, tapi memakai pembatasan sosial berskala besar untuk mengurangi dampak ekonomi negara.
</br>>>#KhilafahBukanAncaman<<
#Bebaskanali"
527,negative,"Sejak wabah ini muncul, sikap pemerintah sudah bikin geleng kepala. Tak mau mengambil opsiÂ lockdown,tak ingin karantina wilayah, tapi memakai pembatasan sosial berskala besar untuk mengurangi dampak ekonomi negara.
#KhilafahBukanAncaman
#BebaskanBungAli
#RezimAntiKritik"
528,negative,"Sejak wabah ini muncul, sikap pemerintah  bikin geleng kepala. Tak mau mengambil opsi lockdown,Â sdh tak ingin gunakan istilah karantina wilayah, tapi memakai pembatasan sosial berskala besar untuk mengurangi dampak ekonomi negara.
<>>>#KhilafahBukanAncaman<<
#BebaskanBungAli"
529,negative,"Ya Allah ...!
Apa tindakan Pemerintah agar Covid-19 tidak menyebar luas?
Hanya memperbanyak Test dan Himbauan jaga jarak serta diam dirumah?
Sedangkan penyebaran penularan nya lebih cepat dan tambah banyak lagi.
Mau nunggu hingga semua rakyat Indonesia terjangkit?
Cc. @jokowi"
530,negative,"Wow...berarti pemerintah berbohong.
Data yang di sampaikan adalah palsu.
Pantesan beberapa negara menghimbau untuk warga negaranya keluar dari Indonesia.
Mungkin pak @karniilyas bisa angkat dalam diskusi @ILCtv1 .
Menguak pemalsuan data Covid 19"
531,negative,"Wkwkw dia pikir omnibus law bukan suatu urgensi di tengah2 pandemic seperti ini? Dampak apa yg dihasilkan, bla bla. Justru mempermasalahkan Lockdown yg sudah diterapkan dan works di beberapa negara. Sungguh sangat pintar aliansi shinobi yg ga ngerti gimana caranya ninjutsu ini."
532,negative,"Wkwkw dia pikir omnibus law bukan suatu urgensi di tengah2 pandemic seperti ini? Dampak apa yg dihasilkan, bla bla. Justru mempermasalahkan Lockdown yg sudah diterapkan dan works di beberapa negara. Sungguh sangat pintar aliansi shinobi yg ga ngerti gimana caranya ninjutsu ini."
533,negative,"WHO sdh jelasin ""bukti sejauh ini,virus COVID-19 DAPAT ditularkan di SEMUA AREA,termasuk daerah dgn cuaca panas dan lembab.""

Sudahlah ga usah ada lagi(lembaga2 pemerintah)bikin ""thread"" mcm2.stop polemik ga jelas!

@BNPB_Indonesia @KemenkesRI @DivHumas_Polri @jokowi @setkabgoidpic.twitter.com/moIB7r6jvo"
534,negative,"Welcome to indonesia
Padahal dari dulu kita sering sekali memakai peribahasa ""Sedia payung sebelum Hujan"". Tapi aku heran, kenapa pemerintah kita ga menerapkan Peribahasa itu dalam menanggulangi COVID-19 ???
#WelcomeToIndonesia"
535,negative,Warga twitter yang kusayang. Kita menyadari masih banyaknya kekurangan pada pemerintah kita dalam mengatasi wabah covid-19 ini. Kalau pemerintah kita memang serius harusnya Indonesia sudah lockdown lebih dini. Mereka yang dari luar negeri masih bisa berkunjung ke Indonesia. pic.twitter.com/t5YEHA0gbQ
536,negative,"Warga Indonesia bukan stress karna mikirin covid_19, tapi mikirin pemerintah nya yg ga tegas dan ga satu suara."
537,negative,"warga indo di lckdwn aj bingung, warga korea tanpa pemerintah ngasi kebijakan buat lckdwn aja mereka udh sadar diri, bener kata seorang pasien suspect covid-19 ""Indonesia terlalu sombong utk menghadapi virus ini, disaat negara lain menangggapi serius, indo malah dibuat becandaan"""
538,negative,WABAH VIRUS CORONA Tidak akan pernah BERAKHIR jika Pemerintah tidak Melarang Warga CHINA TETAP MASUK ke INDONESIA...mau sampai Kapan Sholat diRumah? Ajal manusia sudah Pasti mau dia Sholat di Rumah ataupun Sholat berjamaah di MESJID... Takutlah kepada ALLAH dan bukan covid 19.
